NU_INSCRICAO,NU_NOTA_MT,NOTA_PROVA
7a5c90afaff8a6169ef1ea72181606d79b9d6378,687.0137868988975,741.837272447304
e7cfbcd18b8d3896bbe80fa618467f11c1e5c119,722.5216578712235,739.4680927251115
f1f40995a03ec646ede76673c4058d4286ee5d86,734.9937161118426,735.8886807938599
45eab0d008b4971810ca4b2d7b735916d9991a9a,661.5440317409136,735.6887709735944
a6fec1f8773ba19000f5a316d4bc0cacf1a3ad51,702.4245101899629,733.7022410066561
729dbf9ac607943285cf9cabf80503f9e1112cb0,660.5708120342426,733.3392796288313
9a19fa424c24bcf26acaff7689426292c304885f,676.9761729675852,732.2027160859767
b54748a3cdd15981638e22a2b22b1711a49f8acc,714.3387742679092,731.9396497908313
67e4d2195af1d4908c534532a337a853f0b3eba5,681.5072131600646,726.6258704266851
58373722411945d7bdef5cb5ede4459a9edcba13,682.6588311643781,725.9406184279175
70b2ac7ae59de6f956386af9c59c9a1897d5a29c,670.8885018323049,725.5490957616109
d25fe8e0d24e9248b2dd134f5ac661ac66fa786e,668.4761333228977,723.4265142827326
7cfb8c37201ba2d427383e3453bf4d17cf140c12,759.0823178316807,723.3187574757184
b3745024b7fa89bbf4e246f75fcb23e1f42c16fb,648.9479339440579,720.3756001744928
3b08ec5615162eeef39ddf97c305601f8d6be53c,654.2263380610211,720.1170489698155
c12bc5ad48c163a8e656bd501d58526c53fd549a,738.6815261095202,719.75186460272
b5dbdb4d7747a53958de12e38b50bdf742e44eb5,775.3427598304114,718.8312647134508
51ae593280f360e68b5400abcbb0d37f1ecade71,828.6046213567582,718.5251299114547
d8788a6c3e384b392b77f519451fed79c34453a2,685.5901626112625,717.8305226508369
54899865c8bed8eb4d54c8d4c8ae09a30864290c,655.6287143617038,717.1653469604869
968113765be995587d313248ca74216603daac3e,698.9433584826289,716.2742928997988
f3c4cd2f095979416fcac08d630fb1b1623ba5d6,702.5562552060475,716.2303586302993
418d7059d5266d440e6e6d952d1091955e8e096a,763.891352364944,713.440386389984
f543e99e6fcdc84f43b60ea4dbf67ec2442d3e4c,753.8714980582696,713.1728089690293
766e74a2b847193a0e72fd9ca7a5488467b4001f,640.299290407031,712.7569401162946
8c408798149631973f52a14f363b604349f3425d,616.1781910582249,711.7842450642547
dfec3182aec0997207e0845b072498065ec89aac,654.6735909446272,709.9210259841792
baf4a7108d45405b3534a38d5429d88941445dac,725.3907660793952,709.749742689351
188cde61038965b9bc1c874f7d81f3fd7c3815f0,733.992581202663,708.8169279626657
b92a00df35857e1e964b609040127c05ced17c99,616.994404906412,708.450782354213
69a3189b5b0101904ef73a8b665a3867ac68a1a4,625.896091203457,707.6036451057496
9517e5c256bdf549cc3b44ca54fc9bb3a07fca39,721.6840129899916,706.7382894257119
77bc9ff2fdd54be8bebaa4eae19fed3c6c6b3955,621.2032737698433,705.0771258390029
1ebb9d6032291ece52576d2d08192d9b2b99f454,707.1140469006791,702.4468705430512
872b9791ddd885f1dbbdc434b7b3f6621d277edc,640.2600839548546,702.1933573204346
17a85e2166e19b1993126fbff01206beae738a06,701.7478776402403,699.9279650400687
85635f7bc28c2a6cef26da5a20bf1c80ccc4f9b5,630.7732786249894,699.5828415119017
4a77bec36c230119e16e282758ba9f3f18cec0fc,798.068673367358,699.2434304859119
5bf6ce34f1392550bb2ee34e9800fd6df70f8c12,713.1797940804619,698.694226880132
bbbd21500338762a2e766e1f1e329f56dd1ad7b5,622.8335193798194,697.5000531561388
af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222,596.0636506875536,696.499138291682
43abfac89c4274d0247013b7f4a72ae44f40b690,614.0439295456329,696.3935036797046
13377ed3698676358403b48d0eda8c7ee1d6aecc,601.3175904747848,696.281216326129
f8d2cb16b7a5e174fcc2b76d18f7d4fdd7ed13e6,623.4466593959972,694.9895217321896
856aa14bcd11bd289a3b970aab0ce1b166f2c50f,656.8755737622168,692.0834972653953
6432732876989f4279e03bea20c37a21e0ce488d,728.9772163952446,691.5172999224508
a40bcb038126e8fcc18613587d349c451b17495e,631.1350563632902,691.3766827704638
3c0db6da5f1639ebd267f63eaf86ac8569a8527f,630.3816340077061,689.2566573355351
ca044ecc0326ffc8dd05e80824b936d3a4a9e4f8,643.5031550387253,688.7628062015406
05cc0fefcd5249faea8b0be3650b1d3967f18bba,652.3185105428074,688.5576696788974
a02d6a43329d2e80023cf23da55028036280c246,691.2183920913262,686.4290644070455
d0c0ef316460a146fdb93b06ac40b136636181d5,753.1167035493817,686.1809629188709
6b6eee04163a5cd03fd3b7ae6c5dc1aabe77be1b,642.3141422379135,684.7707073060704
9339e7edd9c9f1fd6315d21cfa5b8a1cbfecccba,656.8908915358832,683.9116832959666
511409d7b89bbdc33908a9f7d8a88281725d30f7,672.7355170842801,683.7911001193182
dd89be9611dd1e70f883c325c3de4bfd4beddd54,596.1771319934198,682.5887043790723
d302df44c6e15373315852331ebd3b6dbbb4f2cc,607.7584473812813,682.3928897279851
425b9425691ab3a12a19eb8553e6a66340827e6f,706.1629827911736,682.0322807974782
12c05e6694dce92588eece24fa662795854d0e98,609.7923270404742,680.8263791544211
91715815e6d1a2fd369379aa2451e4d535f000ad,823.6890902803488,680.1302162705758
c2cbe6a23cc008611e77294497830f9e92e8bc97,664.7713150146839,679.377518575624
cdf374146e4cdc87ee18246b58bc5dcf7c1ae63c,665.0269393267437,677.5981731409744
cc3750ac71c85cc688659b3eb20dc112738eb623,676.0463152913384,677.5894234165729
74fce1f1cb212c9bd565c567e67dd36c4c8f0195,641.6771271920425,676.5648934834406
e02240b518016d03a1b5bcc6d0a37b7a527ea93d,612.0658574510587,676.5188164145882
70a452eb2468fab6734007b7fbca04d798a577d4,625.3604511467057,675.8934622323922
0ce55320384c07cfa81d4f30ce0d5f9bc969f3bb,651.5028693207116,675.6151055202033
39f3b003b013995457d88d0f976e589375ea381c,570.0600353248648,674.9171529499614
f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,576.9122943579459,674.3558936260798
9b3ba216b99a9facb99d291a24ba7f31f7c16d47,578.4768450960453,674.0267176464891
e3929d32c498f8e45ae326017cf7c60308880d94,605.2007905202556,673.8002258629302
a945e7b0eedbc6722edf61c6e9115199efa0e79b,625.6002332437583,673.7572094982166
5546918b748940cb4bab283c64d31e9ee994c62a,661.2548590878846,673.4823406917766
38322f95e4b41e66fe73b075cf7a85d8eb1f4078,702.5982015662406,673.2899623522592
d9ebdc3a49cf89ab31aed88ee4791a9401dcb3ef,683.8271248387811,673.1982261444136
95b67d2b35b0e9d32ffa518017824bb909f823ff,591.4624088461699,673.0273549084295
f34a161eeb0416fc4b417e93ce97909636c524a9,633.3951418260848,671.2462309979289
3004e0b4f4b454854f0bb254473aa012e17071fd,637.7313842159151,670.6423002521663
df2acc0d65eae18026825eea094d5860a7596d0b,624.4621363214326,670.617753234695
3b618106b573abf76aa2e1ad59e450fd001d170f,595.5606499066591,670.3792333066646
6bf6f9858d22590c2995b336c209ecca4cdb1f6b,647.2439861973304,669.3030436754277
449e100c1d2dc0a74be99f3aea887ac2c80af9cc,617.2074784140065,668.9878509754304
ae275ec587fa99cbc535a14b099e9a53418ad6f5,604.7074475831964,668.064032642818
2ef4e2788e2f815f9a885c899f75d5dfeb234a02,621.2101539240955,667.5600439783129
8505a36d40a5b9a6844205417be6a6ab9ceb488e,637.7809012917303,667.4516860833514
4abd3801858b276db1a70ee7e94c1d899b79e380,644.3940592525225,666.9554455007208
728d4f7e0de8aedb110fca556c3f420baf4aba76,582.0716725990692,666.9061921711627
bc764ff3e2905ae18491fcc46b2cf1812bf43771,616.9373701302464,666.7678200372133
c5531d2aa3fd138c8299965f439e41b537f651be,580.1233038544283,665.9304677679318
ed815cb5a5ba04f4ec7d3c209b659d47790fa497,655.8038200330526,665.6106152475388
16be20b88a8268b954347612af7ab37636359355,583.3134201696307,665.5705010008469
859c3c94d0bc245c26422abb7f289331ef084797,614.5279599265725,665.2889409314017
628fe288ac53f69493a3f01e152a286b53ad57ca,594.4256027482684,664.6501722137909
3de3c134579726fe4606b7a05f82ce19f00adb09,696.8879523869372,664.6108435391249
4231b98f39f34149443bd70a4ccef54336a925b1,590.6385398938166,663.4443447315667
13258e7a59216312cc745f270451992c43865f20,618.5929277169016,663.0741698238767
ef0c8452c51d4b04253bb4ad3772560d2e9e6794,618.8410002576566,662.1783810259972
8d8d43a5fb49c4086eefacf447ef86e87f028ef8,544.7358335801284,661.8864286419415
361e50b12f2c48e381adc51e1306930d31df04a0,642.34580511496,661.1988014614171
c227a7c44d82eb002eeb0f781cdfbdb811fbb730,591.588053081234,660.9727770708288
642d4d14f3a42c4c70371c9e647d87c350756dfa,703.3739135700498,659.3687372104904
a12474a6e8f7fa3b7f6a57749d57abf3b0334c01,559.669398181627,658.4150661471316
816f7ef9ce56868b36b8cca7e59f674a9c4154b5,614.1909797659857,657.8926608855197
0afec8105321cc0f9a0324bfc8412407aeb0b393,533.6474217977147,657.8611681326804
76f4bd882da18961986d93e1bdfe2a2762e72af2,594.4597869808534,657.8218438992915
8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,657.1029429882374,657.0770313299726
9d35e5d2e306fd79d30f24b5ea8a7cd3c14e02b3,572.5287322074087,657.0034472973549
50e427449649dcf6ebe936aa3025313caf572fba,654.5436138336704,656.0743658572392
fa6baa671257b7a761763e1f3d8b9207a57c0fde,598.2135936149526,656.0419791280817
915efb3607fea8a03fd1edb816c912cc537edb9b,532.266619059854,655.9047483028155
5943b6debfe5b94ae0e6819377ce039b35aa8f5b,666.0944026369464,655.5888769438894
0e2c166db6aa7deccbe4896423a1d68f6d57b0f1,582.3614347581165,655.3842194547
9fdbef2e51bba75416a1b325388c7c55df863ec2,655.6128543705668,654.4512917249237
4fe366ad83dae670042477a8229997b93c30aed0,599.0184406103796,654.4147925553466
4b324a03dd0297c66f2f390ab58e6c3c3b6fae16,605.7960088703312,653.9083834867613
f35249833d1bebb70b5fa6345904cb0e3f222600,612.781131073435,653.7136564971718
c66ecaee41d08c2aed17688c67f41ad749dd7e08,594.7203545269695,653.3439108172294
39e2fabb3e18de72da9327553442c86659761fa9,608.1198157954633,653.3342330844181
9a9a049c1ede532731ab8dd050f076bcf3ca912f,623.545425588828,653.1986930253794
7e04ea623d05274165ac80eddae98d956cd1483f,619.5149528975394,652.5185579707255
62aa292ddac5303a7e26b8e468ef64fccf5dcfb8,517.692446558058,651.6502228261119
97c20f6f8377abce03e1a8e94f3e9428a7692d5a,658.0930862177379,651.4742151098299
208b03e228c504e12e4c700aac9495b94b4c7407,632.7354627485416,651.06251316625
4ec7d8138d3de89571df9ba0564a71cd3cb8ba07,595.9970999002243,651.0420285429212
e59a4f0a6af71a8e014026aa7c8dd9a473171aa7,724.1361614345393,650.8627127908208
95c02dd69769edcba23a333a45ad4d70e6c0cfbd,599.0723843578925,650.5683002927312
02120ff284b0881ece778d68b6adf523440d0a43,606.7378933546179,650.0013028632242
5fa5d2acc9f8a67fb4429935481b238e2bfc304f,574.8206668391746,649.4487619540499
7ecdbf15492309acef88a0cea8202c5f753f4be8,635.1602660726187,649.26483792551
cf62916c9829bd3ad05104151eee856d6de7ca1c,608.4266612285381,649.0933317795823
d5f9d8726f85a0e3e728a217f93035918648d315,633.6100511402533,649.0838241353105
c67f68d848b822085a1e92da550c3d21d842f4be,555.9935426546617,648.9886312346653
9b806eb533bd862526dda78af1ff3dc9f083e840,695.3481880212237,648.9661489584448
f15ba67882369b617b42295b716c82d8e5af5c70,606.2470683964526,648.9563052561293
b26072005ef6318e6365d49229cc4ca9f278a92a,622.2395589205641,648.8732073106373
d4a6f040ed7cafd0ec70ef83181afa59b7b5ecc5,643.5923538960787,648.778767779832
52035d9090e03bcf4462068cdda2580caf632d85,594.0043196433962,648.4631389457323
6aa29d2b50d16a4146a1a1b2093d193e8bfd02bd,690.7445809941119,648.2555945697462
5cf539ec5fbefdd7e36c73555623aef55261b30a,617.2345804133405,648.1670229752401
1f92470fe8137bcc16059dff0384cde43e2db448,600.0377522297613,648.0345958751699
03c67f683a415c2ea09b582248bd4cb08528c19d,587.7126215233842,647.6702728162049
d1f6e0c6d574a1def695974263f5e1461d99e90f,626.9123371696694,647.0797153818103
ceb125e2a8f67106d58e63f317c812b764d3f725,573.909948722338,646.9980805873347
4b2b45e63a9d63a5f26ce7d20bbe3fbaed537633,586.0647239208834,646.8946830250143
685b9a65ae48916267ab7503f8f55a3a466abd77,602.7611495058474,646.8936617635756
7cfc0106adedbc2997d97ba062c2d73a315735e9,622.3851639769873,646.852903993425
75325ae04f42fc9c6840bbe1c1fe8277641b90d5,614.8893772534875,645.9731554057583
3c9a334da41db15852294edfa891312f5999a74e,652.3530888224557,645.8723110921302
72abb9585ff5fad1e243d34c7d1ad69e5ead1f5f,655.4846728581492,645.8099065308998
7b74c36d4bf559c5e934752d268ea03d8a124125,579.1069807629804,645.7115183132324
e490a4b077b1d2750db453b48f6ad43a55cbedcb,580.1315345338091,645.0709146287074
c8b1b80912f4ccbaf5afd458746443f62872b718,637.0683638252069,644.6719134738687
5d65e9ed84c9503381ea9667fc99e5df6297e0b8,633.4613669624047,643.7318191321157
92b4e9df7e28d6036a43a0ff7bd4acf4a5cd1e79,589.7098395174846,643.6075731954718
bd6f17903c51d67ddc4dfb0ae966e71d6d7de048,565.9825061126438,642.723573175041
3b82aa7b223eb0709ce31521a160b8d012aee3f5,597.2368419244078,642.591478645069
87c4839ae2e1f274e88e7b9644fc1e1991d10aa2,612.6984698444014,642.4948009079243
9efc17958d1537e4f9208def7247264edd30cee7,602.0328461406777,642.4379560401936
153fa858e944b08dd072f907c4401d31068c530b,533.3916081595007,642.4309356646193
a448ecf06c50bac45592d241cfcffe8c91778336,592.9646326867329,642.304180767638
fc83a5c665f70f39b4c7d326118cbf21a898e660,584.395103711335,642.2843153460957
168abc621aaee610809422b479954a580336ede9,588.6025194537796,642.095957939175
867b2fbf177b95f1bd282985d7b117052853ad9f,566.6059224684926,641.0493111814741
877d211218ebeeb5e8a374f9d8da398fe323ac88,555.9865664434824,641.0247332695664
a191f5f6665a24cec34450aff3c69f68c0e0579d,636.8211277143516,640.4012745850529
43ddd9a60b7f2cd6bf2567fd0bd3822bf590db93,666.8954858333294,640.3844245238084
21fd3328af19163fa8b6aa5379c514cbb80aa40c,672.818602838615,640.3100770015091
1975e79c117bc46c8ff697f592f2984f6f40cdd3,515.4186483412411,640.1148519070213
8f355ce069b6da0b9a1f6890136dc7d7e1b00c44,593.3371534787973,639.9868057558468
0ea9e7457fac2c575c13ebc83ad29d0c470d353c,648.0252251922382,639.8548262454013
66374f3a36a6304383a3aed56d7b8d38edb872a7,620.0436163165874,639.7076998999773
f3269ce0d968a788d47c6f069c4a3df837c53198,610.1008793109733,639.3716798031353
708f822e4db57aa0ad0fc7fcdec0dcb3fc9a0238,540.0107058811805,639.3363921565277
655fa6306720ff16e825903b5422a46608a77545,654.412923481326,639.3132162327598
cd532929efcd6be773ba62fc83c631a77eb24e94,652.1884693884522,639.3109912538434
cee30066639835f12782e9590849ca897ac1b171,590.9594826426837,638.5741378979096
528153c48ecb0f3be045b1089d4561e420d23789,632.8015408883114,638.562345015708
cd2034b4d3be8ece12fdb3bcb723ed8dc7d84e55,535.973922523558,638.4973111972071
082c3d2ba280f6190e82793d850c788800c0e9ae,579.7342932883804,638.4859885585848
505b45f607e646d9e390d32c3c11d4395a14b409,541.8509320434066,638.0907424885924
de5a01f34e0029656f45f0f7c29d71f9a2d7be97,561.2376981714135,638.0583899537372
fe819e9bb1d110d71dcf1aa143f3e0614ead0a87,626.6151252210066,637.3376548250495
da2d48a8443b76c28d3073a76005e912d2e152b4,587.9343002680127,637.3288476956227
6af857c10637e8e60ee8723080d306cf45181a2f,614.0594343705785,636.5741241058796
ae56e8b92f2c420f2834ec796dd8e17dd06a78ef,559.3280806574969,636.3746897116658
7bbabf49e36a82e80d3d2d0e3b88b9e32e352c72,650.8156404782042,635.666373469963
05a25962f9f30d8544842ec3d79244e99d11017b,644.1108198225248,635.4078532826262
8064c6c452997eb96ae79e2d5d3c348581e78b14,610.7631331302832,634.9894666086524
5de642276a67326bda40eecc986314eec59dd821,617.0656515838486,634.6139956906234
c96431dd924f366d2229a7f1455388b8cd85be49,571.7730466105521,634.4494418887291
a79252a30a98cb0b7c472126547f040b08f26258,611.4965625398004,634.118065487562
d43c8bc37d22f63102d62317b61cbcdb1331054c,565.3849551713596,633.8290348108646
6f6c43f2567f080b6cc85b120e03b4cb192888fe,526.2480270587616,633.6518172548842
cf8c613bc977e66c0ed898e2d80f47c916a1e466,576.4363544227097,632.9580060255361
84323b71b3e94e9d38eff397d31288fadf0077db,550.0243654179875,631.773628214663
fa84edf183bd459ea9394d77bdc191683a75ff66,555.8885964363658,631.2253132675332
f0d08da594cee151c351acda8e05cedb7aa8f2e6,535.3035363085781,630.3010103738795
fa45a48b608c8215168f38f71211b0cb75479004,515.7613373371171,629.822286858224
9711deaac163efb67ebb06a389676b2aa97279bd,539.2475050215432,629.713572863298
5c1cef937c40bf8c30c119160bedde7ef679454e,606.1378168174235,629.572709566883
6be0f430c65f5f310cf8bcb7811e72977ab8a36b,570.0401357365013,629.4543244961433
1e2bdf3db4cfe8a735053ac6fc31928cfe675822,615.022150748152,628.7301383089958
c9c320120b3e986326fd27c64ebafddcb8a34ae5,550.057248883271,628.0306425380774
d3cd2e161aad20ae308e31d5d8b50ae102515186,633.2407309043548,627.6925897821966
42d8dd907f98ffa9885c35b3bc70a1f3fba5dd2a,617.0818362359599,627.5852865436076
f99ef219338343ac35a138627ab44549fcc9247d,584.1274460158234,627.3316512426162
f134e30c790c5b69c5c18a7d44a4cdc17276c3f2,601.4408941495196,627.3212078522438
b5284254d67bcf12aaef2f24a9906e9a7217258a,545.1465933556585,627.2418838159025
20b0239ad3768ac025647a4114172ab3732b56cb,608.1456711629451,627.24162033227
8bc5a02113c1d872fd3d7c745df40e622400e51a,636.6325319334883,627.1950091238538
e254342fabb9a77fb9d3e975a61a3e30928adfda,538.8744617810817,627.0022271755471
590de397312d2abf63ccd52fb8f46fa720b4284c,571.2598371011247,626.9837629812738
096c60e489ee4b472413b3314b29d40d6c448a4d,551.9514516624745,626.8575576178498
19d05f1dc0b205cf6c8638bbfc335595ac7bb5a0,564.4487351129571,626.7424957465591
ea3cf3a3d07f1a8fc156b4943c881944f3877a59,679.9295050558281,626.4750966826175
41f00df481bbaa9a288fc8d83ebe024d1ed1176e,636.2685318870251,626.41958053915
7cac92147c231453d98ad465b2c4a8bd28efd7f8,573.9082181460119,626.3213956607653
c56c8f6ef684df4d961bf4184827f101203edc7d,533.3125174185002,625.941671643381
07c8954960c4774f911f34fc6ed6ecc80c418b3a,613.3370821745593,625.3344044308265
537e2b3126d1ac5dbbcfde55d0549dda561b575e,641.1826629993018,625.2045703807529
17b5dd38279725f7bf42fd672087d34581aac7fc,541.5544344697951,625.196505086608
b9f5a1dead337185a7e8d1ed7b23e66bb1ef527a,576.2530988953235,624.3627901605687
b74495dc73b8170e08569f50c37ef54f06cf5457,534.3662789084697,624.1046511167056
310c3f8dd45384575fa7e50214be3bdef8544d34,561.2334575785942,624.0762259748365
9b674f2aa793e02aa4cc1014cdf367ecb60b3553,692.0588041887071,624.035848815821
6798578a55f6837578efc13df75af7044f25fc83,577.0616323681772,623.7461806766221
47e8256128b8451f996f90e19fef736fc88f674d,622.6019427355766,623.6291264958791
5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,564.6737021055125,623.4972482206226
74b248a09e46df7999d7550e8a996eb8f1688cd0,602.409692445545,622.5646740320605
e0f8eafa7e05ffe82d65a6d67026fb8bdcd13a37,626.0420729787024,622.5596398986769
8bbd77d56ec15ba40e5ac404c0bc94869ec363cf,647.3898661198335,622.5066284151904
9d0fbf9bf1bb039de65a6d0e143c9a791c62b941,566.5462361405425,621.8417817544407
d803d5c29d6c28e91d22c0b9400abd524a47d8aa,568.7329730747446,621.385611354689
b337af487f7962a13cd01ff46a8ad018c36aae13,566.4918192866076,621.1309959866497
5a74fe1978357687517961c52b82afca941dce50,620.0204356141807,621.0201244611944
038f4ea50e490ef4dc4a8a66d2a938fb5af4cfbb,576.643556178875,620.7410160511072
6d4020e289006dd2b3882a9535f648cc7733654b,620.734064913978,620.419256642089
42e41941b2e875c39adea29e0316d4463b645bc9,549.540864283762,620.3688183667891
859a7c3966999ba2d1fc4ed84e2fe4470b8cf795,629.2500458132688,620.2523940418863
cdbc37753e75ff9e9084f74b9ea32790dc3021c8,537.4178471430589,620.0765277551596
ed3238736f06e16b43a5f917369acfe02eb0446e,587.0530793074847,619.8961178973766
446ced3e5fde8d61781304cb4e9e9fe131628a50,570.1496668774777,619.528476250708
bb012421e88a0ee1ba5eae1844981ead4ad0de14,605.1978275999368,619.2279507428391
4ddc39ddcca2c01ee310e6153658564d07d69a63,491.3024109062109,618.9102126398698
67855ef6e11f5d2c69aeca430ff04b83a97d045f,535.5166009802358,617.1237907562578
a4836905c06f98462930a1697c72d4be5e87ae8b,635.4446246604268,616.7603689505981
62980b7abb1768ca53fe76039d00c32db1111dd1,570.6811172802837,616.6660335086524
b03c5ebab160571176fd665bad3b559d23d28f4d,573.543763599984,616.650599123805
d0acd5258d606e92178448427c5c8b15ab1b4fc8,556.7090411252035,616.631154607201
dadc75b0b417846b97ec9da95ff2ba1506f5eeec,593.6715375707306,616.625201210685
a0aa9fc7fc96b991307d26231ac39c2e7ae664f6,597.6999517099532,616.5142719171296
23aa1ab1064be4febd0b0e54f239176bac13d4a2,524.876954740243,616.1934156400695
c809774e530a33dfb2e8131fb2859acb1d60fc16,559.8895814756183,615.1398804216052
f81906feca10f1eeb5153e9f662a06040dc795c9,561.7745435034775,614.5736790962316
36f4cb4aab51be32fe82dd472b22b6afd3640cfb,536.0664095254128,614.5332598644037
ef893b76bc4d3d5b40904e5d3b4e43b1ce29635a,550.6372589098385,613.9868358790014
261b29785844821814715b52511dbe7bc6905168,520.5515493361759,613.6480617150978
da0d4b43fd0c5896ab67944d72aa269aa842668e,603.5926053747535,613.6407443927867
b30564e6725ba49f41a300b9d5b4a4d60dbd2e96,651.3614111797308,613.598498432304
6323f0dde023c4f57ca560fbabcda2129d92999f,556.4520535061575,613.2624914779498
ca94ed77f4953624bffb08700c110fc332779946,593.5843136722306,613.138375334923
b35a59f5b501ddad0acc4aa350f63618fec52203,533.3657370136157,612.8664010515092
dae8ec06c8d2b4f1acfd4600272ca11e9b360239,511.0456379076631,612.6225632117132
8e19e5d730aa06ec06279e0b711954526ac5fdf0,527.7323702735317,612.5140105543425
91063e48f730917c0d9db5e5268073e1fc0ef9c1,567.0027114975246,612.1864889992927
ff9b660a4b5cec9244456ee346b17eaa0e891c5c,661.3574102398547,611.6164029256728
951480dc61127a3ee870a21cee0d1867d830ccb0,565.4911406033868,611.5117544581104
c2254381cb8e8019e54099ee35eeb5fe7216f9a0,493.7574133745824,611.1497371546426
aa828fd73ad4d26bb04e4ec3ec3a705c67f546f3,532.9949140140027,611.0890230516198
e93eacd8df469abac6b8586456f9ff197a96df33,508.7505640961539,610.7525421227106
49350b0634798bde6649569eca496786e5d1bce7,569.6039888893363,610.577330158858
0705dd799fdfb87afaabd47edea984ee0f3ce74e,568.8246015309853,610.5736956755196
f28551fb5c2f0ba556ba947fc5aeb5d946d7e003,523.7894976623114,610.4684279035175
515ac06f939efc95ad2d977642d02dfbd4f3d7b8,575.2258618320018,610.1264367139053
2906a09bb43da5e4eda2de256e3a34e066ca095e,565.7463911348998,609.8465879433047
36842230ef9a0dcb5d659866244e1632c86bd3d3,560.3908187745508,609.6973767927287
420e2c2feb6b050c91b9badff729fa95cdc9cd73,635.9797174615082,609.508490703288
0d607b93f4fb2c0bc4a101d049aaa2afd95c2403,531.4898271499894,609.4828077571399
ac112e94587e6e4249b7182329ee5a5040ae94ea,518.0942806221233,608.3459849396544
2115290fb8b1c9fc160b6e549f85a153b0a692c8,595.1423864460635,608.3454437464943
793d1bfef9d9f220421ffb7b334d6cc0bd005a59,567.7963770568493,608.332298206719
a1c13ff1a61acf8973a1cae595c7ba855d4f85f6,659.7759245711072,607.7264546393641
01ece8c37e9e349da24020b3a914426b212bf893,513.5997112032688,607.1999174866481
ab58b4c5ab94887088e6d8616e04317fd31b46e3,618.0120297257997,606.3081989692761
4151ac5bfe7e1e0d813dcec7284aac4d5daf33d8,553.5296200731345,606.2846533542289
cfe5796a470dc7dfee92b593b530bfbed4596154,507.9869228299043,606.1534065228298
bdfbcecd2b9b0fb6e0ae83cfa0fe31aa8d697cae,541.9850268505302,605.9195314811038
d707bb21ea251e17f041c5ea8023aad7a24396fd,650.8961696122797,605.8989056035085
55d164170ddb6ebdac0ad6175a5f6b1344770b48,521.4572357362837,605.6354006865573
02681b5c893b94db204713cb4b20dde6fc3f2f95,526.9639105627608,605.1801649226936
6d41a385fc1d420b929a7cd7c19be02266c97842,544.7001755451656,604.9619549176664
ef45345bb0b4a09db3155554390d1e2557609f42,587.1826228947859,604.8236065413674
259303751b8f314105e5889e30e02c3c1a887c5a,531.2661885667719,604.6189110190777
10d22971ca4f53fc62d02905809ff1c37fbb68fc,599.2701010946606,604.5152669794269
b2b3409307137dbb8208e071880baaeab7ec17e0,525.2181141853788,604.1527945291558
fcbb70ca92286a3f10f6bb090135b4a5adbc3f11,602.0370558504611,604.0105873858461
a6edeceb9d45fdd9f131984206250b116b0b94db,612.7557728946869,603.9873636841962
111ba68358cff24e3f56637638ac63c490995e95,542.1392656844224,603.8255044812636
a14a44ed88d9356f9c732a2bac09796b2142cc14,600.0391240279716,603.8159401984681
a032c86d0903ec6cb708ee26590cc06c29a2a490,483.33262146669216,603.804558514293
